Age,Gender,Education Level,Job Title,Years of Experience,Salary
23.0,Male,Bachelor's,Training Specialist,18.0,162900.0
41.0,Female,Master's,Senior Product Designer,18.0,239200.0
52.0,Female,PhD,Event Coordinator,25.0,323300.0
39.0,Female,Master's,Sales Manager,18.0,243200.0
46.0,Male,PhD,Senior Marketing Manager,18.0,268600.0
22.0,Male,Bachelor's,Director of Operations,18.0,162600.0
44.0,Male,PhD,Software Manager,18.0,257400.0
27.0,Male,Bachelor's,Director of Marketing,18.0,183600.0
47.0,Male,Bachelor's,Senior Sales Manager,20.0,135000.0
18.0,Male,Bachelor's,Junior Business Analyst,18.0,139700.0
46.0,Male,PhD,Senior UX Designer,18.0,263800.0
33.0,Female,Bachelor's,Junior Operations Analyst,5.0,70000.0
42.0,Female,Master's,Junior Web Developer,18.0,244100.0
52.0,Male,PhD,Junior Business Analyst,23.0,302800.0
65.0,Female,PhD,Director of Operations,34.0,405500.0
34.0,Male,Master's,Chief Technology Officer,18.0,213900.0
49.0,Female,PhD,Junior Business Operations Analyst,19.0,272700.0
27.0,Female,Bachelor's,UX Researcher,18.0,182900.0
26.0,Female,Bachelor's,Junior Financial Advisor,18.0,172200.0
30.0,Male,Bachelor's,Junior Data Scientist,18.0,196500.0
31.0,Male,Bachelor's,Junior Financial Analyst,3.0,50000.0
37.0,Male,Master's,Senior Operations Coordinator,18.0,225700.0
35.0,Male,Master's,Senior Business Analyst,18.0,217900.0
48.0,Female,PhD,Senior Operations Coordinator,21.0,289800.0
56.0,Male,PhD,Junior Product Manager,30.0,348100.0
33.0,Female,Master's,Director of Operations,18.0,204900.0
34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0
33.0,Male,Bachelor's,Junior Marketing Specialist,5.0,70000.0
23.0,Male,Bachelor's,Event Coordinator,18.0,168800.0
46.0,Male,PhD,Junior Operations Analyst,18.0,260100.0
40.0,Female,Master's,Senior Financial Advisor,18.0,239400.0
23.0,Female,Bachelor's,Senior Business Analyst,18.0,163900.0
31.0,Female,Master's,Junior Designer,18.0,201000.0
37.0,Female,Master's,Senior Business Analyst,18.0,227800.0
34.0,Female,Master's,Senior Financial Advisor,6.0,100000.0
33.0,Male,Master's,Senior Project Manager,18.0,203400.0
31.0,Male,Bachelor's,Junior Recruiter,18.0,196900.0
27.0,Male,Bachelor's,Product Manager,18.0,184100.0
31.0,Female,Bachelor's,Junior HR Coordinator,4.0,50000.0
30.0,Female,Bachelor's,Junior Marketing Manager,4.0,50000.0
42.0,Male,Master's,Junior Software Developer,18.0,247300.0
29.0,Male,Bachelor's,Director of Human Capital,18.0,188600.0
48.0,Male,Master's,Director of Marketing,19.0,170000.0
18.0,Male,Bachelor's,Junior Business Analyst,18.0,145100.0
44.0,Male,PhD,Director of Marketing,18.0,258900.0
40.0,Male,Master's,Junior Project Manager,18.0,243600.0
37.0,Male,Master's,Senior Business Analyst,18.0,231600.0
40.0,Male,Master's,Senior Business Analyst,18.0,240800.0
59.0,Female,PhD,Junior Accountant,29.0,362200.0
18.0,Male,Bachelor's,Junior Business Analyst,18.0,146100.0
47.0,Female,PhD,Software Developer,18.0,269800.0
40.0,Male,Bachelor's,Senior Financial Analyst,12.0,130000.0
18.0,Male,Bachelor's,Junior Business Development Associate,21.0,159200.0
54.0,Male,PhD,Senior Product Designer,24.0,315600.0
46.0,Male,PhD,Director of Marketing,21.0,272500.0
33.0,Female,Master's,Junior Marketing Manager,18.0,201800.0
38.0,Female,Master's,Junior Business Analyst,18.0,232100.0
18.0,Male,Bachelor's,Senior Financial Analyst,18.0,147400.0
40.0,Female,Master's,Senior Human Resources Specialist,13.0,120000.0
36.0,Female,Master's,Junior Account Manager,18.0,221000.0
55.0,Male,PhD,Creative Director,29.0,339200.0
25.0,Male,Bachelor's,Junior Customer Support Specialist,18.0,172100.0
29.0,Male,Bachelor's,Software Manager,18.0,193700.0
36.0,Male,Master's,Senior Product Manager,18.0,222100.0
45.0,Male,PhD,Senior Software Engineer,18.0,258200.0
54.0,Male,PhD,Product Designer,24.0,320500.0
38.0,Female,Bachelor's,Senior Business Analyst,10.0,110000.0
42.0,Female,Master's,Senior Data Engineer,18.0,245000.0
21.0,Male,Bachelor's,Sales Associate,18.0,153400.0
35.0,Male,Master's,Sales Associate,18.0,217200.0
46.0,Male,PhD,Junior Account Manager,21.0,280500.0
34.0,Female,Master's,Senior Scientist,18.0,216200.0
46.0,Male,PhD,Event Coordinator,18.0,255900.0
32.0,Male,Master's,Director of Engineering,18.0,201100.0
39.0,Female,Bachelor's,Senior Project Manager,12.0,130000.0
19.0,Female,Bachelor's,Junior Business Analyst,18.0,152500.0
28.0,Male,Bachelor's,Senior IT Consultant,18.0,183000.0
54.0,Female,PhD,Senior Data Engineer,24.0,321100.0
41.0,Male,Master's,Project Engineer,18.0,240600.0
28.0,Male,Bachelor's,Senior Financial Analyst,18.0,187800.0
31.0,Female,Bachelor's,Senior Data Engineer,18.0,197800.0
31.0,Female,Master's,Senior Operations Manager,18.0,205700.0
51.0,Female,PhD,Web Developer,24.0,307400.0
31.0,Female,Master's,Junior Developer,18.0,200000.0
41.0,Female,Master's,Business Development Manager,18.0,239200.0
34.0,Male,Master's,Senior Marketing Analyst,18.0,215600.0
44.0,Female,PhD,Senior Product Designer,15.0,150000.0
18.0,Female,Bachelor's,Sales Manager,18.0,147100.0
36.0,Male,Bachelor's,Senior Operations Manager,9.0,100000.0
45.0,Female,PhD,Senior HR Manager,21.0,264300.0
48.0,Female,PhD,Junior Operations Analyst,19.0,274100.0
58.0,Female,PhD,Senior Product Manager,28.0,353000.0
60.0,Female,PhD,HR Manager,32.0,371700.0
44.0,Female,PhD,Senior Accountant,18.0,255900.0
42.0,Male,Master's,Senior Financial Advisor,18.0,248100.0
39.0,Female,Master's,Junior Marketing Coordinator,18.0,233100.0
23.0,Male,Bachelor's,Senior Data Scientist,18.0,163100.0
32.0,Male,Master's,Junior HR Generalist,18.0,211900.0
28.0,Male,Bachelor's,Junior Marketing Specialist,18.0,191100.0
57.0,Female,PhD,Customer Service Rep,26.0,349200.0
29.0,Male,Bachelor's,Junior Business Operations Analyst,1.5,350.0
22.0,Female,Bachelor's,Senior HR Manager,18.0,160900.0
38.0,Male,Master's,Junior Operations Analyst,18.0,228600.0
42.0,Female,Master's,Director of Marketing,18.0,246800.0
42.0,Male,Master's,Senior HR Manager,18.0,249300.0
41.0,Female,Bachelor's,Senior Project Coordinator,11.0,95000.0
58.0,Male,PhD,Senior Manager,30.0,363100.0
34.0,Male,Master's,Director of Operations,18.0,212500.0
33.0,Male,Master's,Network Engineer,18.0,207200.0
30.0,Female,Bachelor's,Senior Product Designer,18.0,192200.0
40.0,Male,Master's,Junior Data Analyst,18.0,242000.0
26.0,Male,Bachelor's,Senior HR Manager,18.0,175300.0
54.0,Male,PhD,Public Relations Manager,22.0,314100.0
54.0,Male,PhD,Strategy Consultant,27.0,329100.0
43.0,Male,Bachelor's,Supply Chain Manager,18.0,105000.0
39.0,Female,Master's,Senior Accountant,18.0,230100.0
31.0,Male,Bachelor's,Operations Manager,18.0,194900.0
45.0,Female,PhD,Senior Sales Manager,18.0,256500.0
52.0,Female,PhD,Junior Business Analyst,21.0,304000.0
34.0,Male,Master's,Copywriter,18.0,212600.0
38.0,Male,Master's,Senior Data Scientist,18.0,231700.0
42.0,Female,PhD,Junior HR Coordinator,18.0,252400.0
65.0,Female,PhD,Director of Marketing,39.0,421300.0
33.0,Male,Master's,Sales Operations Manager,18.0,207500.0
18.0,Male,Bachelor's,Senior Accountant,18.0,141600.0
28.0,Female,Bachelor's,Junior Accountant,18.0,191600.0
65.0,Female,PhD,Senior Software Engineer,51.0,470900.0
40.0,Female,Master's,Director of Operations,18.0,238800.0
21.0,Male,Bachelor's,Senior Financial Analyst,18.0,160700.0
46.0,Male,PhD,Director of Operations,19.0,264600.0
62.0,Male,PhD,Junior Business Analyst,29.0,379100.0
42.0,Female,Master's,Senior Software Engineer,18.0,242200.0
18.0,Male,Bachelor's,Junior Business Analyst,18.0,147400.0
45.0,Male,PhD,Senior Data Analyst,17.0,155000.0
45.0,Female,PhD,Senior Marketing Manager,18.0,258900.0
48.0,Male,PhD,Senior Project Manager,21.0,285000.0
54.0,Female,PhD,Director of Sales and Marketing,29.0,341400.0
39.0,Male,PhD,Senior Engineer,12.0,115000.0
47.0,Male,PhD,Operations Manager,18.0,271900.0
35.0,Female,Master's,Senior Quality Assurance Analyst,18.0,220000.0
26.0,Male,Bachelor's,Public Relations Manager,18.0,179200.0
55.0,Female,PhD,Junior Financial Analyst,23.0,322800.0
42.0,Male,Master's,Senior Accountant,18.0,244000.0
29.0,Female,Bachelor's,Senior Product Designer,18.0,190400.0
48.0,Male,PhD,Junior Account Manager,19.0,269900.0
42.0,Male,PhD,Senior Researcher,18.0,253200.0
18.0,Female,Bachelor's,Senior Operations Analyst,18.0,144200.0
47.0,Female,PhD,Marketing Coordinator,24.0,296100.0
40.0,Female,Master's,Senior Project Manager,18.0,236400.0
18.0,Female,Bachelor's,Senior IT Consultant,21.0,157000.0
39.0,Female,Bachelor's,Administrative Assistant,10.0,55000.0
45.0,Male,PhD,Senior Graphic Designer,18.0,264700.0
53.0,Female,PhD,Junior Marketing Manager,20.0,301300.0
18.0,Male,Bachelor's,Junior Operations Manager,18.0,147900.0
51.0,Female,PhD,Senior Marketing Manager,22.0,302100.0
35.0,Male,Master's,Junior Web Designer,18.0,214300.0
24.0,Female,Bachelor's,Senior Data Scientist,18.0,166300.0
41.0,Female,Master's,HR Generalist,18.0,240200.0
53.0,Male,PhD,Senior Sales Manager,25.0,318500.0
26.0,Male,Bachelor's,VP of Operations,18.0,175600.0
46.0,Female,PhD,Junior Business Analyst,20.0,271400.0
52.0,Female,PhD,Senior Product Designer,25.0,315600.0
63.0,Female,PhD,Senior Data Engineer,36.0,402300.0
35.0,Female,Master's,Research Scientist,18.0,219000.0
26.0,Female,Bachelor's,Marketing Coordinator,1.0,45000.0
32.0,Male,Master's,Senior Software Engineer,6.0,100000.0
39.0,Male,Master's,Junior Business Analyst,18.0,236200.0
30.0,Female,Bachelor's,Social Media Manager,4.0,55000.0
54.0,Female,PhD,Software Developer,22.0,308700.0
41.0,Male,Master's,Junior Developer,18.0,240400.0
65.0,Male,PhD,Senior HR Generalist,42.0,436500.0
23.0,Female,Bachelor's,Senior Operations Coordinator,18.0,168500.0
18.0,Female,Bachelor's,Junior Project Manager,18.0,142000.0
36.0,Male,Master's,Junior Business Development Associate,18.0,221700.0
41.0,Male,Master's,Director of Human Resources,18.0,241000.0
34.0,Male,Master's,Senior Financial Manager,18.0,215900.0
34.0,Female,Master's,Junior HR Coordinator,18.0,214700.0
33.0,Female,Master's,Digital Content Producer,18.0,210700.0
35.0,Female,Bachelor's,Senior Financial Manager,8.0,90000.0
52.0,Male,PhD,Product Manager,25.0,315900.0
29.0,Male,Bachelor's,Junior Social Media Manager,18.0,192800.0
24.0,Male,Bachelor's,Director of Marketing,18.0,172900.0
38.0,Male,Master's,Senior HR Manager,18.0,225100.0
41.0,Female,Master's,Senior IT Project Manager,18.0,239100.0
46.0,Male,Master's,Senior Project Manager,21.0,135000.0
26.0,Female,Bachelor's,Principal Engineer,18.0,178000.0
42.0,Female,Master's,Senior Marketing Analyst,18.0,242400.0
41.0,Female,Master's,Human Resources Director,18.0,250000.0
36.0,Female,Master's,Supply Chain Manager,18.0,222300.0
47.0,Male,PhD,Director of Engineering,20.0,180000.0
18.0,Female,Bachelor's,Sales Associate,18.0,143300.0
57.0,Male,PhD,Junior Advertising Coordinator,29.0,353400.0
65.0,Male,PhD,Senior Financial Manager,39.0,418800.0
32.0,Male,Bachelor's,Junior Financial Advisor,4.0,65000.0
51.0,Female,Master's,Director of Operations,23.0,170000.0
23.0,Male,Bachelor's,Director of Sales,18.0,168800.0
45.0,Female,PhD,Senior Business Analyst,18.0,250500.0
18.0,Female,Bachelor's,Senior Operations Manager,18.0,146600.0
18.0,Female,Bachelor's,Director of Operations,18.0,149400.0
38.0,Male,Master's,Senior Product Designer,18.0,228000.0
32.0,Female,Master's,Director of Operations,18.0,205800.0
37.0,Female,Master's,Director of Sales,18.0,225600.0
52.0,Male,PhD,Senior Marketing Specialist,25.0,316100.0
46.0,Male,PhD,Director of Operations,18.0,261400.0
43.0,Male,Master's,Senior Marketing Manager,18.0,247700.0
24.0,Male,Bachelor's,Content Marketing Manager,18.0,169300.0
41.0,Female,Master's,VP of Operations,20.0,248900.0
47.0,Male,PhD,Senior Financial Advisor,18.0,275500.0
40.0,Female,Bachelor's,Senior Marketing Manager,12.0,130000.0
42.0,Female,PhD,Junior Project Manager,18.0,251600.0
32.0,Female,Bachelor's,Junior Marketing Manager,4.0,60000.0
32.0,Male,Bachelor's,Account Manager,5.0,75000.0
49.0,Female,PhD,Business Intelligence Analyst,27.0,308800.0
40.0,Male,Master's,Junior Developer,18.0,243200.0
29.0,Female,Bachelor's,Junior Project Manager,2.0,40000.0
29.0,Female,Bachelor's,UX Researcher,18.0,195000.0
33.0,Female,Master's,Marketing Manager,7.0,90000.0
57.0,Male,PhD,Software Engineer,25.0,337000.0
36.0,Male,Master's,Senior Account Executive,18.0,220100.0
34.0,Male,Bachelor's,Senior Product Manager,7.0,95000.0
46.0,Female,PhD,Junior Operations Manager,19.0,263700.0
18.0,Male,Bachelor's,Junior Marketing Specialist,18.0,140300.0
41.0,Male,Master's,Software Project Manager,18.0,246500.0
31.0,Male,Master's,Senior Training Specialist,18.0,200400.0
18.0,Male,Bachelor's,Senior Marketing Analyst,22.0,159100.0
28.0,Male,Bachelor's,Senior Business Analyst,18.0,184300.0
42.0,Male,Master's,Junior Financial Advisor,18.0,241800.0
39.0,Male,Master's,Senior Financial Manager,18.0,232000.0
46.0,Male,PhD,Senior Data Scientist,18.0,160000.0
36.0,Female,Master's,Senior Software Engineer,18.0,220700.0
34.0,Female,Master's,Senior Project Manager,18.0,214600.0
41.0,Female,Master's,Software Manager,18.0,240000.0
36.0,Female,Bachelor's,Sales Associate,7.0,60000.0
39.0,Male,Master's,Junior Financial Analyst,18.0,234100.0
63.0,Male,PhD,Director of Operations,33.0,393100.0
43.0,Female,Master's,Senior Product Marketing Manager,14.0,120000.0
31.0,Female,Bachelor's,Junior Financial Analyst,3.0,50000.0
56.0,Male,PhD,Technical Recruiter,29.0,349600.0
42.0,Male,Master's,Senior Marketing Manager,18.0,247800.0
44.0,Female,PhD,Senior Marketing Specialist,18.0,252900.0
23.0,Male,Bachelor's,Senior Data Analyst,18.0,167300.0
33.0,Female,Master's,Event Coordinator,18.0,211800.0
34.0,Male,Master's,Senior Human Resources Manager,18.0,209600.0
39.0,Male,Master's,Senior Marketing Specialist,18.0,236800.0
61.0,Male,PhD,Sales Executive,32.0,381500.0
65.0,Male,PhD,Senior Marketing Specialist,38.0,415500.0
37.0,Male,Master's,Senior IT Project Manager,18.0,221800.0
60.0,Male,PhD,Junior Research Scientist,30.0,369800.0
38.0,Female,Master's,Senior Operations Manager,18.0,228700.0
38.0,Male,Master's,Senior HR Generalist,18.0,233700.0
38.0,Male,Master's,Senior Account Manager,18.0,224400.0
47.0,Male,Master's,Director of Operations,19.0,170000.0
44.0,Male,Bachelor's,Senior Software Engineer,14.0,130000.0
24.0,Female,Bachelor's,Junior Business Analyst,18.0,175300.0
43.0,Male,Master's,Director of Operations,19.0,170000.0
51.0,Female,PhD,HR Manager,20.0,290100.0
18.0,Female,Bachelor's,Senior Manager,18.0,150300.0
41.0,Male,Master's,Senior Marketing Manager,18.0,236200.0
42.0,Female,PhD,Senior Data Scientist,16.0,150000.0
51.0,Female,PhD,Research Director,21.0,296800.0
44.0,Male,PhD,Junior Business Development Associate,18.0,257600.0
46.0,Male,PhD,Chief Technology Officer,20.0,274700.0
43.0,Male,PhD,Senior Financial Analyst,18.0,253800.0
29.0,Male,Bachelor's,Senior Accountant,18.0,186000.0
46.0,Male,PhD,Junior Designer,18.0,262300.0
30.0,Female,Bachelor's,Digital Content Producer,3.0,50000.0
55.0,Female,PhD,Research Director,26.0,331600.0
20.0,Female,Bachelor's,Junior Marketing Manager,18.0,151300.0
44.0,Female,PhD,Senior Data Scientist,20.0,263700.0
29.0,Male,Bachelor's,Product Marketing Manager,18.0,192400.0
18.0,Female,Bachelor's,Junior Copywriter,18.0,150400.0
35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0
41.0,Female,Master's,Senior Business Analyst,18.0,237100.0
45.0,Male,Bachelor's,Operations Analyst,20.0,110000.0
58.0,Female,PhD,Sales Representative,33.0,375900.0
37.0,Female,Master's,Senior Business Analyst,18.0,224900.0
31.0,Male,Bachelor's,Senior Marketing Analyst,18.0,194200.0
52.0,Female,PhD,Data Scientist,21.0,304700.0
65.0,Female,PhD,Marketing Manager,37.0,416500.0
49.0,Male,Bachelor's,Sales Executive,21.0,160000.0
42.0,Female,Master's,Senior Product Manager,18.0,244100.0
55.0,Male,PhD,Customer Service Manager,22.0,319100.0
45.0,Male,PhD,Product Manager,18.0,261300.0
24.0,Male,Bachelor's,Senior Engineer,18.0,172400.0
42.0,Male,Master's,Senior Marketing Coordinator,18.0,246900.0
37.0,Male,Bachelor's,Software Project Manager,9.0,95000.0
48.0,Male,PhD,Director of Operations,18.0,273200.0
34.0,Female,Master's,Junior Business Development Associate,18.0,214100.0
28.0,Male,Bachelor's,Technical Support Specialist,2.0,40000.0
45.0,Female,Master's,Director of Marketing,16.0,180000.0
47.0,Male,PhD,Research Scientist,22.0,160000.0
24.0,Female,Bachelor's,Project Manager,18.0,164400.0
43.0,Female,Master's,Senior Marketing Analyst,18.0,248800.0
45.0,Male,PhD,Senior Software Engineer,18.0,255300.0
63.0,Male,PhD,Junior Advertising Coordinator,30.0,376400.0
38.0,Female,Master's,Senior Marketing Coordinator,18.0,230600.0
54.0,Male,PhD,Senior Human Resources Coordinator,24.0,321300.0
